State,County,NAICS Code,NAICS Description,Total CBP and NES Establishments,CBP Establishments Percentage,NES Establishments Percentage,CBP Establishments
South Dakota,Campbell,7225,Restaurants and Other Eating Places,D,D,D,5
South Dakota,Charles Mix,7225,Restaurants and Other Eating Places,D,D,D,13
South Dakota,Clark,7225,Restaurants and Other Eating Places,D,D,D,4
South Dakota,Clay,7225,Restaurants and Other Eating Places,D,D,D,23
South Dakota,Codington,7225,Restaurants and Other Eating Places,67,95.5,4.5,64
South Dakota,Corson,7225,Restaurants and Other Eating Places,D,D,D,2
South Dakota,Custer,7225,Restaurants and Other Eating Places,S,S,S,24
South Dakota,Davison,7225,Restaurants and Other Eating Places,D,D,D,48
South Dakota,Deuel,7225,Restaurants and Other Eating Places,5,40,60,2
South Dakota,Dewey,7225,Restaurants and Other Eating Places,D,D,D,2
South Dakota,Edmunds,7225,Restaurants and Other Eating Places,D,D,D,3
South Dakota,Fall River,7225,Restaurants and Other Eating Places,22,86.4,13.6,19
South Dakota,Grant,7225,Restaurants and Other Eating Places,D,D,D,18
South Dakota,Hamlin,7225,Restaurants and Other Eating Places,D,D,D,4
South Dakota,Hand,7225,Restaurants and Other Eating Places,D,D,D,5
South Dakota,Hanson,7225,Restaurants and Other Eating Places,D,D,D,1
South Dakota,Hughes,7225,Restaurants and Other Eating Places,D,D,D,31
South Dakota,Hutchinson,7225,Restaurants and Other Eating Places,D,D,D,11
South Dakota,Jackson,7225,Restaurants and Other Eating Places,S,S,S,6
South Dakota,Jerauld,7225,Restaurants and Other Eating Places,D,D,D,4
South Dakota,Kingsbury,7225,Restaurants and Other Eating Places,D,D,D,6
South Dakota,Lake,7225,Restaurants and Other Eating Places,D,D,D,22
South Dakota,Lawrence,7225,Restaurants and Other Eating Places,65,87.7,12.3,57
South Dakota,Lincoln,7225,Restaurants and Other Eating Places,54,90.7,9.3,49
South Dakota,Lyman,7225,Restaurants and Other Eating Places,7,57.1,42.9,4
South Dakota,McCook,7225,Restaurants and Other Eating Places,D,D,D,12
South Dakota,McPherson,7225,Restaurants and Other Eating Places,D,D,D,1
South Dakota,Marshall,7225,Restaurants and Other Eating Places,D,D,D,6
South Dakota,Meade,7225,Restaurants and Other Eating Places,38,84.2,15.8,32
South Dakota,Miner,7225,Restaurants and Other Eating Places,D,D,D,4
South Dakota,Minnehaha,7225,Restaurants and Other Eating Places,346,91.9,8.1,318
South Dakota,Pennington,7225,Restaurants and Other Eating Places,242,90.1,9.9,218
South Dakota,Potter,7225,Restaurants and Other Eating Places,D,D,D,7
South Dakota,Roberts,7225,Restaurants and Other Eating Places,D,D,D,16
South Dakota,Shannon,7225,Restaurants and Other Eating Places,8,50,50,4
South Dakota,Spink,7225,Restaurants and Other Eating Places,D,D,D,16
South Dakota,Sully,7225,Restaurants and Other Eating Places,D,D,D,5
South Dakota,Todd,7225,Restaurants and Other Eating Places,D,D,D,2
South Dakota,Tripp,7225,Restaurants and Other Eating Places,S,S,S,8
South Dakota,Turner,7225,Restaurants and Other Eating Places,D,D,D,11
South Dakota,Walworth,7225,Restaurants and Other Eating Places,17,82.4,17.6,14
South Dakota,Yankton,7225,Restaurants and Other Eating Places,46,91.3,8.7,42
Tennessee,Anderson,7225,Restaurants and Other Eating Places,131,88.5,11.5,116
Tennessee,Bedford,7225,Restaurants and Other Eating Places,73,69.9,30.1,51
Tennessee,Benton,7225,Restaurants and Other Eating Places,D,D,D,23
Tennessee,Bledsoe,7225,Restaurants and Other Eating Places,9,22.2,77.8,2
Tennessee,Blount,7225,Restaurants and Other Eating Places,186,84.9,15.1,158
Tennessee,Bradley,7225,Restaurants and Other Eating Places,168,89.3,10.7,150
Tennessee,Campbell,7225,Restaurants and Other Eating Places,48,85.4,14.6,41
Tennessee,Cannon,7225,Restaurants and Other Eating Places,19,63.2,36.8,12
Tennessee,Carroll,7225,Restaurants and Other Eating Places,41,80.5,19.5,33
Tennessee,Carter,7225,Restaurants and Other Eating Places,75,80,20,60
Tennessee,Cheatham,7225,Restaurants and Other Eating Places,50,78,22,39
Tennessee,Chester,7225,Restaurants and Other Eating Places,28,78.6,21.4,22
Tennessee,Claiborne,7225,Restaurants and Other Eating Places,35,77.1,22.9,27
Tennessee,Clay,7225,Restaurants and Other Eating Places,16,56.3,43.8,9
Tennessee,Cocke,7225,Restaurants and Other Eating Places,55,74.5,25.5,41
Tennessee,Coffee,7225,Restaurants and Other Eating Places,110,86.4,13.6,95
Tennessee,Crockett,7225,Restaurants and Other Eating Places,13,76.9,23.1,10
Tennessee,Cumberland,7225,Restaurants and Other Eating Places,97,83.5,16.5,81
Tennessee,Davidson,7225,Restaurants and Other Eating Places,"1,830",83.9,16.1,"1,535"
Tennessee,Decatur,7225,Restaurants and Other Eating Places,27,59.3,40.7,16
Tennessee,DeKalb,7225,Restaurants and Other Eating Places,25,64,36,16
Tennessee,Dickson,7225,Restaurants and Other Eating Places,93,88.2,11.8,82
Tennessee,Dyer,7225,Restaurants and Other Eating Places,79,65.8,34.2,52
Tennessee,Fayette,7225,Restaurants and Other Eating Places,38,68.4,31.6,26
Tennessee,Fentress,7225,Restaurants and Other Eating Places,25,64,36,16
Tennessee,Franklin,7225,Restaurants and Other Eating Places,63,84.1,15.9,53
Tennessee,Gibson,7225,Restaurants and Other Eating Places,72,79.2,20.8,57
Tennessee,Giles,7225,Restaurants and Other Eating Places,48,72.9,27.1,35
Tennessee,Grainger,7225,Restaurants and Other Eating Places,D,D,D,11
Tennessee,Greene,7225,Restaurants and Other Eating Places,117,75.2,24.8,88
Tennessee,Grundy,7225,Restaurants and Other Eating Places,21,42.9,57.1,9
Tennessee,Hamblen,7225,Restaurants and Other Eating Places,105,92.4,7.6,97
Tennessee,Hamilton,7225,Restaurants and Other Eating Places,804,87.8,12.2,706
Tennessee,Hardeman,7225,Restaurants and Other Eating Places,32,59.4,40.6,19
Tennessee,Hardin,7225,Restaurants and Other Eating Places,57,68.4,31.6,39
Tennessee,Hawkins,7225,Restaurants and Other Eating Places,67,77.6,22.4,52
Tennessee,Haywood,7225,Restaurants and Other Eating Places,34,70.6,29.4,24
Tennessee,Henderson,7225,Restaurants and Other Eating Places,37,83.8,16.2,31
Tennessee,Henry,7225,Restaurants and Other Eating Places,54,88.9,11.1,48
Tennessee,Hickman,7225,Restaurants and Other Eating Places,29,62.1,37.9,18
Tennessee,Houston,7225,Restaurants and Other Eating Places,19,73.7,26.3,14
Tennessee,Humphreys,7225,Restaurants and Other Eating Places,43,76.7,23.3,33
Tennessee,Jackson,7225,Restaurants and Other Eating Places,11,72.7,27.3,8
Tennessee,Jefferson,7225,Restaurants and Other Eating Places,74,90.5,9.5,67
Tennessee,Johnson,7225,Restaurants and Other Eating Places,27,70.4,29.6,19
Tennessee,Knox,7225,Restaurants and Other Eating Places,931,89.7,10.3,835
Tennessee,Lake,7225,Restaurants and Other Eating Places,D,D,D,5
Tennessee,Lauderdale,7225,Restaurants and Other Eating Places,23,69.6,30.4,16
Tennessee,Lawrence,7225,Restaurants and Other Eating Places,67,85.1,14.9,57
Tennessee,Lewis,7225,Restaurants and Other Eating Places,21,66.7,33.3,14
Tennessee,Lincoln,7225,Restaurants and Other Eating Places,48,83.3,16.7,40
Tennessee,Loudon,7225,Restaurants and Other Eating Places,86,86,14,74
Tennessee,McMinn,7225,Restaurants and Other Eating Places,88,83,17,73
Tennessee,McNairy,7225,Restaurants and Other Eating Places,40,77.5,22.5,31
Tennessee,Macon,7225,Restaurants and Other Eating Places,34,67.6,32.4,23
Tennessee,Madison,7225,Restaurants and Other Eating Places,212,84,16,178
Tennessee,Marion,7225,Restaurants and Other Eating Places,54,75.9,24.1,41
Tennessee,Marshall,7225,Restaurants and Other Eating Places,47,68.1,31.9,32
Tennessee,Maury,7225,Restaurants and Other Eating Places,178,84.3,15.7,150
Tennessee,Meigs,7225,Restaurants and Other Eating Places,D,D,D,8
Tennessee,Monroe,7225,Restaurants and Other Eating Places,67,89.6,10.4,60
Tennessee,Montgomery,7225,Restaurants and Other Eating Places,338,85.8,14.2,290
Tennessee,Moore,7225,Restaurants and Other Eating Places,D,D,D,7
Tennessee,Morgan,7225,Restaurants and Other Eating Places,D,D,D,5
Tennessee,Obion,7225,Restaurants and Other Eating Places,52,82.7,17.3,43
Tennessee,Overton,7225,Restaurants and Other Eating Places,36,69.4,30.6,25
Tennessee,Perry,7225,Restaurants and Other Eating Places,12,41.7,58.3,5
Tennessee,Pickett,7225,Restaurants and Other Eating Places,17,47.1,52.9,8
Tennessee,Polk,7225,Restaurants and Other Eating Places,18,66.7,33.3,12
Tennessee,Putnam,7225,Restaurants and Other Eating Places,169,82.8,17.2,140
Tennessee,Rhea,7225,Restaurants and Other Eating Places,51,80.4,19.6,41
Tennessee,Roane,7225,Restaurants and Other Eating Places,61,86.9,13.1,53
Tennessee,Robertson,7225,Restaurants and Other Eating Places,108,85.2,14.8,92
Tennessee,Rutherford,7225,Restaurants and Other Eating Places,519,87.9,12.1,456
Tennessee,Scott,7225,Restaurants and Other Eating Places,28,67.9,32.1,19
Tennessee,Sequatchie,7225,Restaurants and Other Eating Places,D,D,D,14
Tennessee,Sevier,7225,Restaurants and Other Eating Places,368,84.5,15.5,311
Tennessee,Shelby,7225,Restaurants and Other Eating Places,"1,784",80.4,19.6,"1,434"
Tennessee,Smith,7225,Restaurants and Other Eating Places,D,D,D,19
Tennessee,Stewart,7225,Restaurants and Other Eating Places,16,68.8,31.3,11
Tennessee,Sullivan,7225,Restaurants and Other Eating Places,339,85.8,14.2,291
Tennessee,Sumner,7225,Restaurants and Other Eating Places,263,82.9,17.1,218
Tennessee,Tipton,7225,Restaurants and Other Eating Places,72,72.2,27.8,52
Tennessee,Trousdale,7225,Restaurants and Other Eating Places,D,D,D,7
Tennessee,Unicoi,7225,Restaurants and Other Eating Places,D,D,D,24
Tennessee,Union,7225,Restaurants and Other Eating Places,14,64.3,35.7,9
Tennessee,Warren,7225,Restaurants and Other Eating Places,57,80.7,19.3,46
Tennessee,Washington,7225,Restaurants and Other Eating Places,256,91.8,8.2,235
Tennessee,Wayne,7225,Restaurants and Other Eating Places,19,68.4,31.6,13
Tennessee,Weakley,7225,Restaurants and Other Eating Places,45,93.3,6.7,42
Tennessee,White,7225,Restaurants and Other Eating Places,36,86.1,13.9,31
Tennessee,Williamson,7225,Restaurants and Other Eating Places,467,91,9,425
Tennessee,Wilson,7225,Restaurants and Other Eating Places,230,88.7,11.3,204
Texas,Anderson,7225,Restaurants and Other Eating Places,72,77.8,22.2,56
Texas,Andrews,7225,Restaurants and Other Eating Places,37,59.5,40.5,22
Texas,Angelina,7225,Restaurants and Other Eating Places,153,77.1,22.9,118
Texas,Aransas,7225,Restaurants and Other Eating Places,72,80.6,19.4,58
Texas,Archer,7225,Restaurants and Other Eating Places,D,D,D,7
Texas,Armstrong,7225,Restaurants and Other Eating Places,5,40,60,2
Texas,Atascosa,7225,Restaurants and Other Eating Places,82,58.5,41.5,48
Texas,Austin,7225,Restaurants and Other Eating Places,51,78.4,21.6,40
Texas,Bailey,7225,Restaurants and Other Eating Places,16,62.5,37.5,10
Texas,Bandera,7225,Restaurants and Other Eating Places,45,57.8,42.2,26
Texas,Bastrop,7225,Restaurants and Other Eating Places,121,75.2,24.8,91
Texas,Baylor,7225,Restaurants and Other Eating Places,9,66.7,33.3,6
Texas,Bee,7225,Restaurants and Other Eating Places,47,76.6,23.4,36
Texas,Bell,7225,Restaurants and Other Eating Places,585,82.7,17.3,484
Texas,Bexar,7225,Restaurants and Other Eating Places,"3,815",79.8,20.2,"3,043"
Texas,Blanco,7225,Restaurants and Other Eating Places,36,66.7,33.3,24
Texas,Bosque,7225,Restaurants and Other Eating Places,31,48.4,51.6,15
Texas,Bowie,7225,Restaurants and Other Eating Places,187,85.6,14.4,160
Texas,Brazoria,7225,Restaurants and Other Eating Places,608,78,22,474
Texas,Brazos,7225,Restaurants and Other Eating Places,396,87.9,12.1,348
Texas,Brewster,7225,Restaurants and Other Eating Places,35,74.3,25.7,26
Texas,Briscoe,7225,Restaurants and Other Eating Places,6,16.7,83.3,1
Texas,Brooks,7225,Restaurants and Other Eating Places,16,68.8,31.3,11
Texas,Brown,7225,Restaurants and Other Eating Places,80,85,15,68
Texas,Burleson,7225,Restaurants and Other Eating Places,37,67.6,32.4,25
Texas,Burnet,7225,Restaurants and Other Eating Places,110,79.1,20.9,87
Texas,Caldwell,7225,Restaurants and Other Eating Places,68,67.6,32.4,46
Texas,Calhoun,7225,Restaurants and Other Eating Places,60,68.3,31.7,41
Texas,Callahan,7225,Restaurants and Other Eating Places,18,77.8,22.2,14
Texas,Cameron,7225,Restaurants and Other Eating Places,842,65.3,34.7,550
Texas,Camp,7225,Restaurants and Other Eating Places,23,78.3,21.7,18
Texas,Cass,7225,Restaurants and Other Eating Places,47,74.5,25.5,35
Texas,Castro,7225,Restaurants and Other Eating Places,15,73.3,26.7,11
Texas,Chambers,7225,Restaurants and Other Eating Places,77,70.1,29.9,54
Texas,Cherokee,7225,Restaurants and Other Eating Places,67,68.7,31.3,46
Texas,Childress,7225,Restaurants and Other Eating Places,D,D,D,14
Texas,Clay,7225,Restaurants and Other Eating Places,D,D,D,4
Texas,Coke,7225,Restaurants and Other Eating Places,D,D,D,4
Texas,Coleman,7225,Restaurants and Other Eating Places,22,72.7,27.3,16
Texas,Collin,7225,Restaurants and Other Eating Places,"2,062",86.1,13.9,"1,776"
Texas,Collingsworth,7225,Restaurants and Other Eating Places,D,D,D,7
Texas,Colorado,7225,Restaurants and Other Eating Places,36,91.7,8.3,33
Texas,Comal,7225,Restaurants and Other Eating Places,290,82.4,17.6,239
Texas,Comanche,7225,Restaurants and Other Eating Places,27,66.7,33.3,18
Texas,Concho,7225,Restaurants and Other Eating Places,10,40,60,4
Texas,Cooke,7225,Restaurants and Other Eating Places,78,78.2,21.8,61
Texas,Coryell,7225,Restaurants and Other Eating Places,89,84.3,15.7,75
Texas,Crane,7225,Restaurants and Other Eating Places,S,S,S,6
Texas,Crockett,7225,Restaurants and Other Eating Places,D,D,D,11
Texas,Crosby,7225,Restaurants and Other Eating Places,8,25,75,2
Texas,Culberson,7225,Restaurants and Other Eating Places,D,D,D,5
Texas,Dallam,7225,Restaurants and Other Eating Places,23,65.2,34.8,15
Texas,Dallas,7225,Restaurants and Other Eating Places,"5,717",80.7,19.3,"4,614"
Texas,Dawson,7225,Restaurants and Other Eating Places,26,73.1,26.9,19
Texas,Deaf Smith,7225,Restaurants and Other Eating Places,39,64.1,35.9,25
Texas,Delta,7225,Restaurants and Other Eating Places,9,22.2,77.8,2
Texas,Denton,7225,Restaurants and Other Eating Places,"1,504",80.7,19.3,"1,214"
Texas,DeWitt,7225,Restaurants and Other Eating Places,45,73.3,26.7,33
Texas,Dimmit,7225,Restaurants and Other Eating Places,34,35.3,64.7,12
Texas,Donley,7225,Restaurants and Other Eating Places,D,D,D,7
Texas,Duval,7225,Restaurants and Other Eating Places,18,50,50,9
Texas,Eastland,7225,Restaurants and Other Eating Places,D,D,D,29
Texas,Ector,7225,Restaurants and Other Eating Places,273,77.7,22.3,212
Texas,Edwards,7225,Restaurants and Other Eating Places,10,30,70,3
Texas,Ellis,7225,Restaurants and Other Eating Places,282,78,22,220
Texas,El Paso,7225,Restaurants and Other Eating Places,"1,727",73.2,26.8,"1,265"
Texas,Erath,7225,Restaurants and Other Eating Places,86,81.4,18.6,70
Texas,Falls,7225,Restaurants and Other Eating Places,17,70.6,29.4,12
Texas,Fannin,7225,Restaurants and Other Eating Places,49,65.3,34.7,32
Texas,Fayette,7225,Restaurants and Other Eating Places,61,83.6,16.4,51
Texas,Fisher,7225,Restaurants and Other Eating Places,D,D,D,3
Texas,Floyd,7225,Restaurants and Other Eating Places,D,D,D,10
Texas,Foard,7225,Restaurants and Other Eating Places,6,33.3,66.7,2
Texas,Fort Bend,7225,Restaurants and Other Eating Places,"1,258",76.2,23.8,958
Texas,Franklin,7225,Restaurants and Other Eating Places,20,45,55,9
Texas,Freestone,7225,Restaurants and Other Eating Places,30,80,20,24
Texas,Frio,7225,Restaurants and Other Eating Places,35,57.1,42.9,20
Texas,Gaines,7225,Restaurants and Other Eating Places,37,62.2,37.8,23
Texas,Galveston,7225,Restaurants and Other Eating Places,641,86.1,13.9,552
Texas,Garza,7225,Restaurants and Other Eating Places,12,66.7,33.3,8
Texas,Gillespie,7225,Restaurants and Other Eating Places,75,88,12,66
Texas,Goliad,7225,Restaurants and Other Eating Places,D,D,D,9
Texas,Gonzales,7225,Restaurants and Other Eating Places,52,63.5,36.5,33
Texas,Gray,7225,Restaurants and Other Eating Places,46,76.1,23.9,35
Texas,Grayson,7225,Restaurants and Other Eating Places,232,80.6,19.4,187
Texas,Gregg,7225,Restaurants and Other Eating Places,311,88.7,11.3,276
Texas,Grimes,7225,Restaurants and Other Eating Places,35,77.1,22.9,27
Texas,Guadalupe,7225,Restaurants and Other Eating Places,203,69.5,30.5,141
Texas,Hale,7225,Restaurants and Other Eating Places,57,80.7,19.3,46
Texas,Hall,7225,Restaurants and Other Eating Places,10,50,50,5
Texas,Hamilton,7225,Restaurants and Other Eating Places,22,63.6,36.4,14
Texas,Hansford,7225,Restaurants and Other Eating Places,13,53.8,46.2,7
Texas,Hardin,7225,Restaurants and Other Eating Places,88,84.1,15.9,74
Texas,Harris,7225,Restaurants and Other Eating Places,"9,494",76.9,23.1,"7,297"
Texas,Harrison,7225,Restaurants and Other Eating Places,102,73.5,26.5,75
Texas,Hartley,7225,Restaurants and Other Eating Places,D,D,D,3
Texas,Haskell,7225,Restaurants and Other Eating Places,D,D,D,12
Texas,Hays,7225,Restaurants and Other Eating Places,360,85.8,14.2,309
Texas,Hemphill,7225,Restaurants and Other Eating Places,8,62.5,37.5,5
Texas,Henderson,7225,Restaurants and Other Eating Places,156,75,25,117
Texas,Hidalgo,7225,Restaurants and Other Eating Places,"1,483",59.8,40.2,887
Texas,Hill,7225,Restaurants and Other Eating Places,62,77.4,22.6,48
Texas,Hockley,7225,Restaurants and Other Eating Places,38,84.2,15.8,32
Texas,Hood,7225,Restaurants and Other Eating Places,103,84.5,15.5,87
Texas,Hopkins,7225,Restaurants and Other Eating Places,74,68.9,31.1,51
Texas,Houston,7225,Restaurants and Other Eating Places,37,70.3,29.7,26
Texas,Howard,7225,Restaurants and Other Eating Places,65,89.2,10.8,58
Texas,Hudspeth,7225,Restaurants and Other Eating Places,6,50,50,3
Texas,Hunt,7225,Restaurants and Other Eating Places,128,81.3,18.8,104
Texas,Hutchinson,7225,Restaurants and Other Eating Places,53,64.2,35.8,34
Texas,Irion,7225,Restaurants and Other Eating Places,D,D,D,2
Texas,Jack,7225,Restaurants and Other Eating Places,17,82.4,17.6,14
Texas,Jackson,7225,Restaurants and Other Eating Places,27,59.3,40.7,16
Texas,Jasper,7225,Restaurants and Other Eating Places,49,77.6,22.4,38
Texas,Jeff Davis,7225,Restaurants and Other Eating Places,D,D,D,5
Texas,Jefferson,7225,Restaurants and Other Eating Places,487,79.1,20.9,385
Texas,Jim Hogg,7225,Restaurants and Other Eating Places,S,S,S,5
Texas,Jim Wells,7225,Restaurants and Other Eating Places,80,73.8,26.3,59
Texas,Johnson,7225,Restaurants and Other Eating Places,264,79.9,20.1,211
Texas,Jones,7225,Restaurants and Other Eating Places,28,53.6,46.4,15
Texas,Karnes,7225,Restaurants and Other Eating Places,34,76.5,23.5,26
Texas,Kaufman,7225,Restaurants and Other Eating Places,187,75.4,24.6,141
Texas,Kendall,7225,Restaurants and Other Eating Places,83,85.5,14.5,71
Texas,Kerr,7225,Restaurants and Other Eating Places,112,77.7,22.3,87
Texas,Kimble,7225,Restaurants and Other Eating Places,21,52.4,47.6,11
Texas,Kinney,7225,Restaurants and Other Eating Places,9,55.6,44.4,5
Texas,Kleberg,7225,Restaurants and Other Eating Places,71,80.3,19.7,57
Texas,Knox,7225,Restaurants and Other Eating Places,D,D,D,5
Texas,Lamar,7225,Restaurants and Other Eating Places,102,86.3,13.7,88
Texas,Lamb,7225,Restaurants and Other Eating Places,20,65,35,13
Texas,Lampasas,7225,Restaurants and Other Eating Places,43,74.4,25.6,32
Texas,La Salle,7225,Restaurants and Other Eating Places,16,75,25,12
Texas,Lavaca,7225,Restaurants and Other Eating Places,29,65.5,34.5,19
Texas,Lee,7225,Restaurants and Other Eating Places,39,69.2,30.8,27
Texas,Leon,7225,Restaurants and Other Eating Places,34,73.5,26.5,25
Texas,Liberty,7225,Restaurants and Other Eating Places,114,70.2,29.8,80
Texas,Limestone,7225,Restaurants and Other Eating Places,44,68.2,31.8,30
Texas,Live Oak,7225,Restaurants and Other Eating Places,D,D,D,22
Texas,Llano,7225,Restaurants and Other Eating Places,47,78.7,21.3,37
Texas,Lubbock,7225,Restaurants and Other Eating Places,564,89.9,10.1,507
Texas,Lynn,7225,Restaurants and Other Eating Places,10,60,40,6
Texas,McCulloch,7225,Restaurants and Other Eating Places,21,76.2,23.8,16
Texas,McLennan,7225,Restaurants and Other Eating Places,452,86.1,13.9,389
Texas,McMullen,7225,Restaurants and Other Eating Places,8,25,75,2
Texas,Madison,7225,Restaurants and Other Eating Places,49,75.5,24.5,37
Texas,Marion,7225,Restaurants and Other Eating Places,21,71.4,28.6,15
Texas,Martin,7225,Restaurants and Other Eating Places,13,30.8,69.2,4
Texas,Mason,7225,Restaurants and Other Eating Places,D,D,D,12
Texas,Matagorda,7225,Restaurants and Other Eating Places,96,59.4,40.6,57
Texas,Maverick,7225,Restaurants and Other Eating Places,119,47.9,52.1,57
Texas,Medina,7225,Restaurants and Other Eating Places,75,74.7,25.3,56
Texas,Menard,7225,Restaurants and Other Eating Places,D,D,D,3
Texas,Midland,7225,Restaurants and Other Eating Places,329,78.7,21.3,259
Texas,Milam,7225,Restaurants and Other Eating Places,44,70.5,29.5,31
Texas,Mills,7225,Restaurants and Other Eating Places,D,D,D,7
Texas,Mitchell,7225,Restaurants and Other Eating Places,15,80,20,12
Texas,Montague,7225,Restaurants and Other Eating Places,34,85.3,14.7,29
Texas,Montgomery,7225,Restaurants and Other Eating Places,945,81.8,18.2,773
Texas,Moore,7225,Restaurants and Other Eating Places,44,75,25,33
Texas,Morris,7225,Restaurants and Other Eating Places,24,79.2,20.8,19
Texas,Nacogdoches,7225,Restaurants and Other Eating Places,91,82.4,17.6,75
Texas,Navarro,7225,Restaurants and Other Eating Places,76,76.3,23.7,58
Texas,Newton,7225,Restaurants and Other Eating Places,6,33.3,66.7,2
Texas,Nolan,7225,Restaurants and Other Eating Places,45,71.1,28.9,32
Texas,Nueces,7225,Restaurants and Other Eating Places,801,82.1,17.9,658
Texas,Ochiltree,7225,Restaurants and Other Eating Places,23,73.9,26.1,17
Texas,Oldham,7225,Restaurants and Other Eating Places,D,D,D,5
Texas,Orange,7225,Restaurants and Other Eating Places,137,81,19,111
Texas,Palo Pinto,7225,Restaurants and Other Eating Places,67,83.6,16.4,56
Texas,Panola,7225,Restaurants and Other Eating Places,25,64,36,16
Texas,Parker,7225,Restaurants and Other Eating Places,213,78.9,21.1,168
Texas,Parmer,7225,Restaurants and Other Eating Places,9,66.7,33.3,6
Texas,Pecos,7225,Restaurants and Other Eating Places,35,68.6,31.4,24
Texas,Polk,7225,Restaurants and Other Eating Places,67,74.6,25.4,50
Texas,Potter,7225,Restaurants and Other Eating Places,318,82.7,17.3,263
Texas,Presidio,7225,Restaurants and Other Eating Places,20,75,25,15
Texas,Rains,7225,Restaurants and Other Eating Places,19,78.9,21.1,15
Texas,Randall,7225,Restaurants and Other Eating Places,203,83.7,16.3,170
Texas,Reagan,7225,Restaurants and Other Eating Places,10,50,50,5
Texas,Real,7225,Restaurants and Other Eating Places,17,35.3,64.7,6
Texas,Red River,7225,Restaurants and Other Eating Places,17,58.8,41.2,10
Texas,Reeves,7225,Restaurants and Other Eating Places,28,67.9,32.1,19
Texas,Refugio,7225,Restaurants and Other Eating Places,21,76.2,23.8,16
Texas,Robertson,7225,Restaurants and Other Eating Places,29,69,31,20
Texas,Rockwall,7225,Restaurants and Other Eating Places,206,85.9,14.1,177
Texas,Runnels,7225,Restaurants and Other Eating Places,23,47.8,52.2,11
Texas,Rusk,7225,Restaurants and Other Eating Places,82,76.8,23.2,63
Texas,Sabine,7225,Restaurants and Other Eating Places,11,54.5,45.5,6
Texas,San Augustine,7225,Restaurants and Other Eating Places,9,66.7,33.3,6
Texas,San Jacinto,7225,Restaurants and Other Eating Places,18,61.1,38.9,11
Texas,San Patricio,7225,Restaurants and Other Eating Places,128,76.6,23.4,98
Texas,San Saba,7225,Restaurants and Other Eating Places,D,D,D,15
Texas,Scurry,7225,Restaurants and Other Eating Places,41,78,22,32
Texas,Shackelford,7225,Restaurants and Other Eating Places,D,D,D,6
Texas,Shelby,7225,Restaurants and Other Eating Places,44,59.1,40.9,26
Texas,Sherman,7225,Restaurants and Other Eating Places,D,D,D,2
Texas,Smith,7225,Restaurants and Other Eating Places,448,87.7,12.3,393
Texas,Somervell,7225,Restaurants and Other Eating Places,25,76,24,19
Texas,Starr,7225,Restaurants and Other Eating Places,141,34.8,65.2,49
Texas,Stephens,7225,Restaurants and Other Eating Places,24,58.3,41.7,14
Texas,Stonewall,7225,Restaurants and Other Eating Places,9,55.6,44.4,5
Texas,Sutton,7225,Restaurants and Other Eating Places,12,75,25,9
Texas,Swisher,7225,Restaurants and Other Eating Places,18,50,50,9
Texas,Tarrant,7225,Restaurants and Other Eating Places,"4,060",80.9,19.1,"3,285"
Texas,Taylor,7225,Restaurants and Other Eating Places,268,89.2,10.8,239
Texas,Terrell,7225,Restaurants and Other Eating Places,4,25,75,1
Texas,Terry,7225,Restaurants and Other Eating Places,D,D,D,19
Texas,Titus,7225,Restaurants and Other Eating Places,64,76.6,23.4,49
Texas,Tom Green,7225,Restaurants and Other Eating Places,236,84.7,15.3,200
Texas,Travis,7225,Restaurants and Other Eating Places,"2,595",86.5,13.5,"2,244"
Texas,Trinity,7225,Restaurants and Other Eating Places,21,52.4,47.6,11
Texas,Tyler,7225,Restaurants and Other Eating Places,26,69.2,30.8,18
Texas,Upshur,7225,Restaurants and Other Eating Places,47,80.9,19.1,38
Texas,Upton,7225,Restaurants and Other Eating Places,11,36.4,63.6,4
Texas,Uvalde,7225,Restaurants and Other Eating Places,70,65.7,34.3,46
Texas,Val Verde,7225,Restaurants and Other Eating Places,92,69.6,30.4,64
Texas,Van Zandt,7225,Restaurants and Other Eating Places,108,68.5,31.5,74
Texas,Victoria,7225,Restaurants and Other Eating Places,170,85.9,14.1,146
Texas,Walker,7225,Restaurants and Other Eating Places,103,84.5,15.5,87
Texas,Waller,7225,Restaurants and Other Eating Places,43,74.4,25.6,32
Texas,Ward,7225,Restaurants and Other Eating Places,29,75.9,24.1,22
Texas,Washington,7225,Restaurants and Other Eating Places,82,75.6,24.4,62
Texas,Webb,7225,Restaurants and Other Eating Places,591,61.1,38.9,361
Texas,Wharton,7225,Restaurants and Other Eating Places,84,75,25,63
Texas,Wheeler,7225,Restaurants and Other Eating Places,20,70,30,14
Texas,Wichita,7225,Restaurants and Other Eating Places,256,89.8,10.2,230
Texas,Wilbarger,7225,Restaurants and Other Eating Places,D,D,D,24
Texas,Willacy,7225,Restaurants and Other Eating Places,35,48.6,51.4,17
Texas,Williamson,7225,Restaurants and Other Eating Places,858,88.2,11.8,757
Texas,Wilson,7225,Restaurants and Other Eating Places,64,75,25,48
Texas,Winkler,7225,Restaurants and Other Eating Places,18,38.9,61.1,7
Texas,Wise,7225,Restaurants and Other Eating Places,99,83.8,16.2,83
Texas,Wood,7225,Restaurants and Other Eating Places,69,78.3,21.7,54
Texas,Yoakum,7225,Restaurants and Other Eating Places,27,66.7,33.3,18
