State,County,NAICS Code,NAICS Description,Total CBP and NES Establishments,CBP Establishments Percentage,NES Establishments Percentage,CBP Establishments
North Carolina,Graham,7225,Restaurants and Other Eating Places,16,81.3,18.8,13
North Carolina,Granville,7225,Restaurants and Other Eating Places,S,S,S,53
North Carolina,Greene,7225,Restaurants and Other Eating Places,22,72.7,27.3,16
North Carolina,Guilford,7225,Restaurants and Other Eating Places,"1,060",88.9,11.1,942
North Carolina,Halifax,7225,Restaurants and Other Eating Places,87,88.5,11.5,77
North Carolina,Harnett,7225,Restaurants and Other Eating Places,157,88.5,11.5,139
North Carolina,Haywood,7225,Restaurants and Other Eating Places,125,85.6,14.4,107
North Carolina,Henderson,7225,Restaurants and Other Eating Places,170,94.1,5.9,160
North Carolina,Hertford,7225,Restaurants and Other Eating Places,41,85.4,14.6,35
North Carolina,Hoke,7225,Restaurants and Other Eating Places,26,76.9,23.1,20
North Carolina,Hyde,7225,Restaurants and Other Eating Places,18,77.8,22.2,14
North Carolina,Iredell,7225,Restaurants and Other Eating Places,373,88.2,11.8,329
North Carolina,Jackson,7225,Restaurants and Other Eating Places,90,88.9,11.1,80
North Carolina,Johnston,7225,Restaurants and Other Eating Places,263,86.7,13.3,228
North Carolina,Lee,7225,Restaurants and Other Eating Places,109,88.1,11.9,96
North Carolina,Lenoir,7225,Restaurants and Other Eating Places,101,88.1,11.9,89
North Carolina,Lincoln,7225,Restaurants and Other Eating Places,123,88.6,11.4,109
North Carolina,McDowell,7225,Restaurants and Other Eating Places,71,87.3,12.7,62
North Carolina,Macon,7225,Restaurants and Other Eating Places,95,87.4,12.6,83
North Carolina,Madison,7225,Restaurants and Other Eating Places,32,81.3,18.8,26
North Carolina,Martin,7225,Restaurants and Other Eating Places,D,D,D,26
North Carolina,Mecklenburg,7225,Restaurants and Other Eating Places,"2,370",86.5,13.5,"2,051"
North Carolina,Mitchell,7225,Restaurants and Other Eating Places,37,75.7,24.3,28
North Carolina,Montgomery,7225,Restaurants and Other Eating Places,38,92.1,7.9,35
North Carolina,Moore,7225,Restaurants and Other Eating Places,206,87.4,12.6,180
North Carolina,Nash,7225,Restaurants and Other Eating Places,170,88.2,11.8,150
North Carolina,New Hanover,7225,Restaurants and Other Eating Places,648,90.4,9.6,586
North Carolina,Northampton,7225,Restaurants and Other Eating Places,25,68,32,17
North Carolina,Onslow,7225,Restaurants and Other Eating Places,320,88.8,11.3,284
North Carolina,Orange,7225,Restaurants and Other Eating Places,294,87.4,12.6,257
North Carolina,Pamlico,7225,Restaurants and Other Eating Places,D,D,D,27
North Carolina,Pasquotank,7225,Restaurants and Other Eating Places,89,85.4,14.6,76
North Carolina,Pender,7225,Restaurants and Other Eating Places,97,92.8,7.2,90
North Carolina,Perquimans,7225,Restaurants and Other Eating Places,D,D,D,10
North Carolina,Person,7225,Restaurants and Other Eating Places,49,83.7,16.3,41
North Carolina,Pitt,7225,Restaurants and Other Eating Places,348,91.7,8.3,319
North Carolina,Polk,7225,Restaurants and Other Eating Places,32,90.6,9.4,29
North Carolina,Randolph,7225,Restaurants and Other Eating Places,195,88.7,11.3,173
North Carolina,Richmond,7225,Restaurants and Other Eating Places,58,86.2,13.8,50
North Carolina,Robeson,7225,Restaurants and Other Eating Places,164,85.4,14.6,140
North Carolina,Rockingham,7225,Restaurants and Other Eating Places,146,87.7,12.3,128
North Carolina,Rowan,7225,Restaurants and Other Eating Places,214,90.2,9.8,193
North Carolina,Rutherford,7225,Restaurants and Other Eating Places,108,87,13,94
North Carolina,Sampson,7225,Restaurants and Other Eating Places,82,86.6,13.4,71
North Carolina,Scotland,7225,Restaurants and Other Eating Places,50,88,12,44
North Carolina,Stanly,7225,Restaurants and Other Eating Places,109,91.7,8.3,100
North Carolina,Stokes,7225,Restaurants and Other Eating Places,56,91.1,8.9,51
North Carolina,Surry,7225,Restaurants and Other Eating Places,161,84.5,15.5,136
North Carolina,Swain,7225,Restaurants and Other Eating Places,49,81.6,18.4,40
North Carolina,Transylvania,7225,Restaurants and Other Eating Places,61,85.2,14.8,52
North Carolina,Tyrrell,7225,Restaurants and Other Eating Places,D,D,D,4
North Carolina,Union,7225,Restaurants and Other Eating Places,304,86.8,13.2,264
North Carolina,Vance,7225,Restaurants and Other Eating Places,59,86.4,13.6,51
North Carolina,Wake,7225,Restaurants and Other Eating Places,"2,218",88.5,11.5,"1,962"
North Carolina,Warren,7225,Restaurants and Other Eating Places,24,83.3,16.7,20
North Carolina,Washington,7225,Restaurants and Other Eating Places,20,80,20,16
North Carolina,Watauga,7225,Restaurants and Other Eating Places,140,93.6,6.4,131
North Carolina,Wayne,7225,Restaurants and Other Eating Places,199,86.4,13.6,172
North Carolina,Wilkes,7225,Restaurants and Other Eating Places,91,92.3,7.7,84
North Carolina,Wilson,7225,Restaurants and Other Eating Places,129,89.9,10.1,116
North Carolina,Yadkin,7225,Restaurants and Other Eating Places,57,78.9,21.1,45
North Carolina,Yancey,7225,Restaurants and Other Eating Places,25,64,36,16
North Dakota,Barnes,7225,Restaurants and Other Eating Places,D,D,D,19
North Dakota,Benson,7225,Restaurants and Other Eating Places,D,D,D,4
North Dakota,Bottineau,7225,Restaurants and Other Eating Places,22,77.3,22.7,17
North Dakota,Burke,7225,Restaurants and Other Eating Places,6,50,50,3
North Dakota,Burleigh,7225,Restaurants and Other Eating Places,160,91.3,8.8,146
North Dakota,Cass,7225,Restaurants and Other Eating Places,309,94.8,5.2,293
North Dakota,Cavalier,7225,Restaurants and Other Eating Places,D,D,D,9
North Dakota,Dickey,7225,Restaurants and Other Eating Places,D,D,D,7
North Dakota,Dunn,7225,Restaurants and Other Eating Places,D,D,D,4
North Dakota,Emmons,7225,Restaurants and Other Eating Places,9,55.6,44.4,5
North Dakota,Foster,7225,Restaurants and Other Eating Places,D,D,D,5
North Dakota,Grand Forks,7225,Restaurants and Other Eating Places,131,91.6,8.4,120
North Dakota,Grant,7225,Restaurants and Other Eating Places,D,D,D,1
North Dakota,Hettinger,7225,Restaurants and Other Eating Places,D,D,D,2
North Dakota,Kidder,7225,Restaurants and Other Eating Places,D,D,D,5
North Dakota,LaMoure,7225,Restaurants and Other Eating Places,12,66.7,33.3,8
North Dakota,Logan,7225,Restaurants and Other Eating Places,7,28.6,71.4,2
North Dakota,McHenry,7225,Restaurants and Other Eating Places,D,D,D,5
North Dakota,McKenzie,7225,Restaurants and Other Eating Places,22,86.4,13.6,19
North Dakota,Mercer,7225,Restaurants and Other Eating Places,D,D,D,16
North Dakota,Morton,7225,Restaurants and Other Eating Places,33,81.8,18.2,27
North Dakota,Mountrail,7225,Restaurants and Other Eating Places,25,76,24,19
North Dakota,Nelson,7225,Restaurants and Other Eating Places,D,D,D,6
North Dakota,Pembina,7225,Restaurants and Other Eating Places,D,D,D,6
North Dakota,Ramsey,7225,Restaurants and Other Eating Places,D,D,D,30
North Dakota,Ransom,7225,Restaurants and Other Eating Places,D,D,D,9
North Dakota,Renville,7225,Restaurants and Other Eating Places,D,D,D,4
North Dakota,Richland,7225,Restaurants and Other Eating Places,28,85.7,14.3,24
North Dakota,Rolette,7225,Restaurants and Other Eating Places,14,78.6,21.4,11
North Dakota,Sargent,7225,Restaurants and Other Eating Places,D,D,D,2
North Dakota,Sioux,7225,Restaurants and Other Eating Places,6,50,50,3
North Dakota,Stark,7225,Restaurants and Other Eating Places,59,89.8,10.2,53
North Dakota,Stutsman,7225,Restaurants and Other Eating Places,50,92,8,46
North Dakota,Towner,7225,Restaurants and Other Eating Places,D,D,D,5
North Dakota,Walsh,7225,Restaurants and Other Eating Places,20,70,30,14
North Dakota,Ward,7225,Restaurants and Other Eating Places,121,93.4,6.6,113
North Dakota,Wells,7225,Restaurants and Other Eating Places,D,D,D,12
North Dakota,Williams,7225,Restaurants and Other Eating Places,D,D,D,64
Ohio,Adams,7225,Restaurants and Other Eating Places,43,76.7,23.3,33
Ohio,Allen,7225,Restaurants and Other Eating Places,199,89.4,10.6,178
Ohio,Ashland,7225,Restaurants and Other Eating Places,68,91.2,8.8,62
Ohio,Ashtabula,7225,Restaurants and Other Eating Places,212,89.2,10.8,189
Ohio,Athens,7225,Restaurants and Other Eating Places,110,89.1,10.9,98
Ohio,Auglaize,7225,Restaurants and Other Eating Places,82,92.7,7.3,76
Ohio,Belmont,7225,Restaurants and Other Eating Places,112,92,8,103
Ohio,Brown,7225,Restaurants and Other Eating Places,55,83.6,16.4,46
Ohio,Butler,7225,Restaurants and Other Eating Places,618,90.8,9.2,561
Ohio,Carroll,7225,Restaurants and Other Eating Places,45,71.1,28.9,32
Ohio,Champaign,7225,Restaurants and Other Eating Places,51,80.4,19.6,41
Ohio,Clark,7225,Restaurants and Other Eating Places,199,91.5,8.5,182
Ohio,Clermont,7225,Restaurants and Other Eating Places,279,90.7,9.3,253
Ohio,Clinton,7225,Restaurants and Other Eating Places,79,72.2,27.8,57
Ohio,Columbiana,7225,Restaurants and Other Eating Places,163,88.3,11.7,144
Ohio,Coshocton,7225,Restaurants and Other Eating Places,45,77.8,22.2,35
Ohio,Crawford,7225,Restaurants and Other Eating Places,64,89.1,10.9,57
Ohio,Cuyahoga,7225,Restaurants and Other Eating Places,"2,765",87.4,12.6,"2,416"
Ohio,Darke,7225,Restaurants and Other Eating Places,76,82.9,17.1,63
Ohio,Defiance,7225,Restaurants and Other Eating Places,78,88.5,11.5,69
Ohio,Delaware,7225,Restaurants and Other Eating Places,413,88.9,11.1,367
Ohio,Erie,7225,Restaurants and Other Eating Places,205,88.8,11.2,182
Ohio,Fairfield,7225,Restaurants and Other Eating Places,250,81.6,18.4,204
Ohio,Fayette,7225,Restaurants and Other Eating Places,56,94.6,5.4,53
Ohio,Franklin,7225,Restaurants and Other Eating Places,"2,549",88.2,11.8,"2,248"
Ohio,Fulton,7225,Restaurants and Other Eating Places,70,88.6,11.4,62
Ohio,Gallia,7225,Restaurants and Other Eating Places,D,D,D,40
Ohio,Geauga,7225,Restaurants and Other Eating Places,154,86.4,13.6,133
Ohio,Greene,7225,Restaurants and Other Eating Places,290,92.4,7.6,268
Ohio,Guernsey,7225,Restaurants and Other Eating Places,78,83.3,16.7,65
Ohio,Hamilton,7225,Restaurants and Other Eating Places,"1,746",90.4,9.6,"1,579"
Ohio,Hancock,7225,Restaurants and Other Eating Places,147,95.9,4.1,141
Ohio,Hardin,7225,Restaurants and Other Eating Places,44,84.1,15.9,37
Ohio,Harrison,7225,Restaurants and Other Eating Places,23,69.6,30.4,16
Ohio,Henry,7225,Restaurants and Other Eating Places,D,D,D,48
Ohio,Highland,7225,Restaurants and Other Eating Places,55,89.1,10.9,49
Ohio,Hocking,7225,Restaurants and Other Eating Places,41,87.8,12.2,36
Ohio,Holmes,7225,Restaurants and Other Eating Places,44,81.8,18.2,36
Ohio,Huron,7225,Restaurants and Other Eating Places,103,88.3,11.7,91
Ohio,Jackson,7225,Restaurants and Other Eating Places,D,D,D,43
Ohio,Jefferson,7225,Restaurants and Other Eating Places,110,88.2,11.8,97
Ohio,Knox,7225,Restaurants and Other Eating Places,93,81.7,18.3,76
Ohio,Lake,7225,Restaurants and Other Eating Places,485,88.9,11.1,431
Ohio,Lawrence,7225,Restaurants and Other Eating Places,60,88.3,11.7,53
Ohio,Licking,7225,Restaurants and Other Eating Places,277,89.2,10.8,247
Ohio,Logan,7225,Restaurants and Other Eating Places,91,89,11,81
Ohio,Lorain,7225,Restaurants and Other Eating Places,433,91.5,8.5,396
Ohio,Lucas,7225,Restaurants and Other Eating Places,901,91.2,8.8,822
Ohio,Madison,7225,Restaurants and Other Eating Places,43,86,14,37
Ohio,Mahoning,7225,Restaurants and Other Eating Places,472,86.9,13.1,410
Ohio,Marion,7225,Restaurants and Other Eating Places,99,86.9,13.1,86
Ohio,Medina,7225,Restaurants and Other Eating Places,278,92.8,7.2,258
Ohio,Meigs,7225,Restaurants and Other Eating Places,D,D,D,20
Ohio,Mercer,7225,Restaurants and Other Eating Places,84,89.3,10.7,75
Ohio,Miami,7225,Restaurants and Other Eating Places,175,91.4,8.6,160
Ohio,Monroe,7225,Restaurants and Other Eating Places,20,80,20,16
Ohio,Montgomery,7225,Restaurants and Other Eating Places,"1,000",90.5,9.5,905
Ohio,Morgan,7225,Restaurants and Other Eating Places,17,70.6,29.4,12
Ohio,Morrow,7225,Restaurants and Other Eating Places,D,D,D,22
Ohio,Muskingum,7225,Restaurants and Other Eating Places,152,86.8,13.2,132
Ohio,Noble,7225,Restaurants and Other Eating Places,D,D,D,15
Ohio,Ottawa,7225,Restaurants and Other Eating Places,117,94,6,110
Ohio,Paulding,7225,Restaurants and Other Eating Places,26,76.9,23.1,20
Ohio,Perry,7225,Restaurants and Other Eating Places,38,84.2,15.8,32
Ohio,Pickaway,7225,Restaurants and Other Eating Places,59,91.5,8.5,54
Ohio,Pike,7225,Restaurants and Other Eating Places,D,D,D,30
Ohio,Portage,7225,Restaurants and Other Eating Places,277,92.4,7.6,256
Ohio,Preble,7225,Restaurants and Other Eating Places,58,84.5,15.5,49
Ohio,Putnam,7225,Restaurants and Other Eating Places,D,D,D,49
Ohio,Richland,7225,Restaurants and Other Eating Places,191,91.6,8.4,175
Ohio,Ross,7225,Restaurants and Other Eating Places,117,92.3,7.7,108
Ohio,Sandusky,7225,Restaurants and Other Eating Places,95,86.3,13.7,82
Ohio,Scioto,7225,Restaurants and Other Eating Places,125,92.8,7.2,116
Ohio,Seneca,7225,Restaurants and Other Eating Places,91,85.7,14.3,78
Ohio,Shelby,7225,Restaurants and Other Eating Places,68,89.7,10.3,61
Ohio,Stark,7225,Restaurants and Other Eating Places,736,89.3,10.7,657
Ohio,Summit,7225,Restaurants and Other Eating Places,"1,047",90.8,9.2,951
Ohio,Trumbull,7225,Restaurants and Other Eating Places,354,86.4,13.6,306
Ohio,Tuscarawas,7225,Restaurants and Other Eating Places,186,90.9,9.1,169
Ohio,Union,7225,Restaurants and Other Eating Places,78,83.3,16.7,65
Ohio,Van Wert,7225,Restaurants and Other Eating Places,44,88.6,11.4,39
Ohio,Vinton,7225,Restaurants and Other Eating Places,11,63.6,36.4,7
Ohio,Warren,7225,Restaurants and Other Eating Places,322,91.6,8.4,295
Ohio,Washington,7225,Restaurants and Other Eating Places,99,96,4,95
Ohio,Wayne,7225,Restaurants and Other Eating Places,171,89.5,10.5,153
Ohio,Williams,7225,Restaurants and Other Eating Places,56,91.1,8.9,51
Ohio,Wood,7225,Restaurants and Other Eating Places,259,93.4,6.6,242
Ohio,Wyandot,7225,Restaurants and Other Eating Places,39,89.7,10.3,35
Oklahoma,Adair,7225,Restaurants and Other Eating Places,D,D,D,18
Oklahoma,Alfalfa,7225,Restaurants and Other Eating Places,12,66.7,33.3,8
Oklahoma,Atoka,7225,Restaurants and Other Eating Places,22,77.3,22.7,17
Oklahoma,Beaver,7225,Restaurants and Other Eating Places,9,55.6,44.4,5
Oklahoma,Beckham,7225,Restaurants and Other Eating Places,54,81.5,18.5,44
Oklahoma,Blaine,7225,Restaurants and Other Eating Places,D,D,D,14
Oklahoma,Bryan,7225,Restaurants and Other Eating Places,59,88.1,11.9,52
Oklahoma,Caddo,7225,Restaurants and Other Eating Places,46,69.6,30.4,32
Oklahoma,Canadian,7225,Restaurants and Other Eating Places,196,86.7,13.3,170
Oklahoma,Carter,7225,Restaurants and Other Eating Places,101,83.2,16.8,84
Oklahoma,Cherokee,7225,Restaurants and Other Eating Places,73,78.1,21.9,57
Oklahoma,Choctaw,7225,Restaurants and Other Eating Places,24,75,25,18
Oklahoma,Cimarron,7225,Restaurants and Other Eating Places,9,44.4,55.6,4
Oklahoma,Cleveland,7225,Restaurants and Other Eating Places,508,89,11,452
Oklahoma,Coal,7225,Restaurants and Other Eating Places,D,D,D,7
Oklahoma,Comanche,7225,Restaurants and Other Eating Places,230,83.5,16.5,192
Oklahoma,Cotton,7225,Restaurants and Other Eating Places,D,D,D,6
Oklahoma,Craig,7225,Restaurants and Other Eating Places,27,77.8,22.2,21
Oklahoma,Creek,7225,Restaurants and Other Eating Places,89,79.8,20.2,71
Oklahoma,Custer,7225,Restaurants and Other Eating Places,68,89.7,10.3,61
Oklahoma,Delaware,7225,Restaurants and Other Eating Places,56,78.6,21.4,44
Oklahoma,Dewey,7225,Restaurants and Other Eating Places,D,D,D,4
Oklahoma,Ellis,7225,Restaurants and Other Eating Places,D,D,D,6
Oklahoma,Garfield,7225,Restaurants and Other Eating Places,109,82.6,17.4,90
Oklahoma,Garvin,7225,Restaurants and Other Eating Places,63,71.4,28.6,45
Oklahoma,Grady,7225,Restaurants and Other Eating Places,74,81.1,18.9,60
Oklahoma,Grant,7225,Restaurants and Other Eating Places,D,D,D,2
Oklahoma,Greer,7225,Restaurants and Other Eating Places,10,50,50,5
Oklahoma,Harper,7225,Restaurants and Other Eating Places,7,28.6,71.4,2
Oklahoma,Haskell,7225,Restaurants and Other Eating Places,23,47.8,52.2,11
Oklahoma,Hughes,7225,Restaurants and Other Eating Places,18,77.8,22.2,14
Oklahoma,Jackson,7225,Restaurants and Other Eating Places,47,80.9,19.1,38
Oklahoma,Jefferson,7225,Restaurants and Other Eating Places,D,D,D,8
Oklahoma,Johnston,7225,Restaurants and Other Eating Places,15,53.3,46.7,8
Oklahoma,Kay,7225,Restaurants and Other Eating Places,95,85.3,14.7,81
Oklahoma,Kingfisher,7225,Restaurants and Other Eating Places,36,77.8,22.2,28
Oklahoma,Kiowa,7225,Restaurants and Other Eating Places,15,60,40,9
Oklahoma,Latimer,7225,Restaurants and Other Eating Places,12,33.3,66.7,4
Oklahoma,Le Flore,7225,Restaurants and Other Eating Places,54,70.4,29.6,38
Oklahoma,Lincoln,7225,Restaurants and Other Eating Places,49,85.7,14.3,42
Oklahoma,Logan,7225,Restaurants and Other Eating Places,50,84,16,42
Oklahoma,Love,7225,Restaurants and Other Eating Places,D,D,D,18
Oklahoma,McClain,7225,Restaurants and Other Eating Places,65,81.5,18.5,53
Oklahoma,McCurtain,7225,Restaurants and Other Eating Places,51,72.5,27.5,37
Oklahoma,McIntosh,7225,Restaurants and Other Eating Places,42,57.1,42.9,24
Oklahoma,Major,7225,Restaurants and Other Eating Places,D,D,D,6
Oklahoma,Marshall,7225,Restaurants and Other Eating Places,27,77.8,22.2,21
Oklahoma,Mayes,7225,Restaurants and Other Eating Places,81,82.7,17.3,67
Oklahoma,Murray,7225,Restaurants and Other Eating Places,33,84.8,15.2,28
Oklahoma,Muskogee,7225,Restaurants and Other Eating Places,159,67.3,32.7,107
Oklahoma,Noble,7225,Restaurants and Other Eating Places,D,D,D,14
Oklahoma,Okfuskee,7225,Restaurants and Other Eating Places,14,50,50,7
Oklahoma,Oklahoma,7225,Restaurants and Other Eating Places,"1,811",86.1,13.9,"1,559"
Oklahoma,Okmulgee,7225,Restaurants and Other Eating Places,55,72.7,27.3,40
Oklahoma,Osage,7225,Restaurants and Other Eating Places,51,72.5,27.5,37
Oklahoma,Ottawa,7225,Restaurants and Other Eating Places,52,84.6,15.4,44
Oklahoma,Pawnee,7225,Restaurants and Other Eating Places,19,73.7,26.3,14
Oklahoma,Payne,7225,Restaurants and Other Eating Places,143,91.6,8.4,131
Oklahoma,Pittsburg,7225,Restaurants and Other Eating Places,92,76.1,23.9,70
Oklahoma,Pontotoc,7225,Restaurants and Other Eating Places,65,80,20,52
Oklahoma,Pottawatomie,7225,Restaurants and Other Eating Places,129,87.6,12.4,113
